date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa,plz_2d
2023-09-21 00:00:00+00:00,25.048166,15.098167,19.270391,7.466667,7.466667,0.0,5.3333335,16.747496,9.306666,2.503781,70.39655,13.504416,1002.8,984.5163,64
2023-09-22 00:00:00+00:00,19.1315,13.414833,15.750251,3.2999995,3.2999995,0.0,8.333333,18.133509,11.076667,2.1606972,78.20371,11.713444,1004.7222,986.18024,64
2023-09-23 00:00:00+00:00,17.464834,10.1315,13.400944,0.59999996,0.59999996,0.0,4.6666665,18.34823,13.903333,2.3219173,74.53304,8.689834,1016.2028,997.29785,64
2023-09-24 00:00:00+00:00,19.8815,7.814833,13.347473,0.0,0.0,0.0,0.0,12.1685705,15.383334,2.5721667,73.72083,8.294,1026.0361,1006.94336,64
2023-09-25 00:00:00+00:00,21.614832,8.531501,15.020389,0.0,0.0,0.0,0.0,12.350671,16.116667,2.780338,68.986565,9.009973,1024.2402,1005.2793,64
2023-09-26 00:00:00+00:00,22.848167,8.781501,15.598863,0.0,0.0,0.0,0.0,6.811046,15.573334,2.5321019,79.317955,11.713445,1022.093,1003.23065,64
2023-09-27 00:00:00+00:00,24.214834,10.598166,17.046778,0.0,0.0,0.0,0.0,8.721408,14.846667,2.4981964,81.631546,13.560666,1020.19025,1001.4544,64
2023-09-28 00:00:00+00:00,25.214834,14.314834,19.121084,0.0,0.0,0.0,0.0,10.662836,14.47,2.8077984,71.68019,13.534972,1018.125,999.56085,64
2023-09-29 00:00:00+00:00,25.664833,15.948167,19.592611,0.46666667,0.46666667,0.0,1.3333334,24.743872,11.98,2.9664078,68.5265,13.472473,1019.3431,1000.779,64
2023-09-30 00:00:00+00:00,19.448166,11.8815,15.978027,0.3,0.3,0.0,1.3333334,13.178729,13.636666,2.2318943,74.95408,11.095389,1026.4514,1007.5308,64
2023-10-01 00:00:00+00:00,22.181501,9.781501,15.507889,0.0,0.0,0.0,0.0,8.576344,14.150001,2.4377787,71.83814,10.157195,1025.818,1006.882,64
2023-10-02 00:00:00+00:00,25.264832,12.248166,17.92803,0.0,0.0,0.0,0.0,9.061146,14.07,2.6138942,71.22089,12.310666,1021.9278,1003.2214,64
2023-10-03 00:00:00+00:00,23.514833,12.564834,18.046778,12.933334,12.933334,0.0,3.6666667,27.01883,9.38,2.652146,70.754974,12.478722,1017.96246,999.3384,64
2023-10-04 00:00:00+00:00,17.6315,9.714833,13.191917,0.0,0.0,0.0,0.0,13.278053,12.323334,1.9882522,76.835175,8.889139,1028.4194,1009.27606,64
2023-10-05 00:00:00+00:00,16.5815,9.2315,12.339833,0.0,0.0,0.0,0.0,13.680436,6.9300003,1.2608234,79.67374,8.7884445,1027.0098,1007.8366,64
2023-10-06 00:00:00+00:00,18.148165,8.3315,12.7259445,0.0,0.0,0.0,0.0,11.444238,12.459999,2.0180507,79.000435,8.868306,1026.7264,1007.5888,64
2023-10-07 00:00:00+00:00,19.648167,10.214833,14.674556,0.0,0.0,0.0,0.0,18.255981,9.8,2.0631678,74.79421,10.093306,1024.7958,1005.82404,64
2023-10-08 00:00:00+00:00,21.1315,13.564834,16.771776,0.0,0.0,0.0,0.0,16.841675,10.683333,2.062181,75.621635,12.309972,1024.9917,1006.1521,64
2023-10-09 00:00:00+00:00,21.364832,13.398167,16.952333,0.0,0.0,0.0,0.0,16.345144,7.69,1.9156085,71.62969,11.584972,1021.4986,1002.7421,64
2023-10-10 00:00:00+00:00,21.714834,11.398167,16.303026,0.0,0.0,0.0,0.0,12.266621,11.563333,2.224342,72.30115,11.016917,1021.24725,1002.4506,64
2023-10-11 00:00:00+00:00,24.664833,14.3315,18.482887,0.0,0.0,0.0,0.0,17.15462,12.363334,3.1200593,64.10672,11.275945,1017.6375,999.0461,64
2023-10-12 00:00:00+00:00,17.998167,15.8815,16.846083,6.533333,6.533333,0.0,6.3333335,19.526428,2.6966667,1.2036577,78.999535,13.102333,1016.19165,997.5212,64
2023-10-13 00:00:00+00:00,24.7815,15.798167,19.585667,0.56666666,0.56666666,0.0,2.0,22.02066,10.523334,3.2242231,65.05558,12.04539,1012.6389,994.2007,64
2023-10-14 00:00:00+00:00,20.464834,10.064834,15.784973,6.066667,6.066667,0.0,7.0,29.382692,9.72,2.5940418,65.179665,8.980111,1011.9764,993.30804,64
2023-10-15 00:00:00+00:00,11.814834,4.8315,8.150944,0.4,0.4,0.0,1.6666666,18.386744,10.94,1.521339,76.44891,4.0058055,1021.3444,1001.99774,64
2023-10-16 00:00:00+00:00,11.098167,2.1648333,6.689833,0.0,0.0,0.0,0.0,10.332419,10.816667,1.422675,78.55152,2.9780276,1023.22363,1003.7437,64
2023-10-17 00:00:00+00:00,11.398167,3.2481668,6.832194,0.0,0.0,0.0,0.0,13.376794,7.7066665,1.221735,75.793625,2.7245553,1018.9778,999.5733,64
2023-10-18 00:00:00+00:00,14.114834,3.7148335,8.971777,3.3333333,3.3333333,0.0,2.0,14.908349,8.896667,1.5204562,74.61844,4.432194,1009.60565,990.5213,64
2023-10-19 00:00:00+00:00,18.764833,11.648167,14.3821945,8.3,8.3,0.0,9.666667,19.02436,6.98,1.1334769,89.15603,12.578723,995.9861,977.5242,64
2023-10-20 00:00:00+00:00,17.064833,12.8315,14.293307,5.5,5.5,0.0,11.333333,21.367668,3.493333,0.80061597,88.204735,12.346084,984.4292,966.17017,64
2023-10-21 00:00:00+00:00,17.098167,12.3315,14.479417,1.2333333,1.2333333,0.0,3.6666667,33.875225,9.276667,2.0356414,73.059715,9.558583,996.72076,978.2458,64
2023-10-22 00:00:00+00:00,15.448167,10.031501,12.260666,0.59999996,0.59999996,0.0,2.3333333,21.218935,5.883333,1.4766368,73.67753,7.634973,1009.7305,990.87384,64
2023-10-23 00:00:00+00:00,15.531499,6.2481666,11.059972,2.5666666,2.5666666,0.0,3.3333333,18.834204,6.126667,1.0840164,83.76123,8.31136,1012.5389,993.55096,64
